日期,管制站,入境 / 出境,香港居民,内地访客,其他访客,总计
2024-01-01,机场,入境,59647,4851,10011,74509
2024-01-01,机场,出境,19330,11546,30575,61451
2024-01-01,高铁西九龙,入境,33351,20492,874,54717
2024-01-01,高铁西九龙,出境,8865,41204,1542,51611
2024-01-01,红磡,入境,0,0,0,0
2024-01-01,红磡,出境,0,0,0,0
2024-01-01,罗湖,入境,85877,14525,539,100941
2024-01-01,罗湖,出境,38418,35087,731,74236
2024-01-01,落马洲支线,入境,62118,18061,318,80497
2024-01-01,落马洲支线,出境,32696,31652,491,64839
2024-01-01,香园围,入境,27986,4866,121,32973
2024-01-01,香园围,出境,15319,4367,62,19748
2024-01-01,港珠澳大桥,入境,46787,7415,4865,59067
2024-01-01,港珠澳大桥,出境,16729,11824,7061,35614
2024-01-01,落马洲,入境,22447,3117,249,25813
2024-01-01,落马洲,出境,9172,27459,617,37248
2024-01-01,文锦渡,入境,1468,431,6,1905
2024-01-01,文锦渡,出境,705,473,2,1180
2024-01-01,沙头角,入境,0,0,0,0
2024-01-01,沙头角,出境,0,0,0,0
2024-01-01,深圳湾,入境,46772,10538,718,58028
2024-01-01,深圳湾,出境,18491,18036,924,37451
2024-01-01,中国客运码头,入境,2661,812,193,3666
2024-01-01,中国客运码头,出境,539,1733,226,2498
2024-01-01,港口管制,入境,0,0,45,45
2024-01-01,港口管制,出境,0,0,16,16
2024-01-01,启德邮轮码头,入境,0,0,0,0
2024-01-01,启德邮轮码头,出境,0,2,1958,1960
2024-01-01,港澳客轮码头,入境,7465,1399,2626,11490
2024-01-01,港澳客轮码头,出境,3391,2074,3225,8690
2024-01-02,机场,入境,47450,6715,13580,67745
2024-01-02,机场,出境,23922,7870,27863,59655
2024-01-02,高铁西九龙,入境,20987,12054,1171,34212
2024-01-02,高铁西九龙,出境,10199,12478,1071,23748
2024-01-02,红磡,入境,0,0,0,0
2024-01-02,红磡,出境,0,0,0,0
2024-01-02,罗湖,入境,62591,11169,651,74411
2024-01-02,罗湖,出境,49425,11812,662,61899
2024-01-02,落马洲支线,入境,47776,11613,315,59704
2024-01-02,落马洲支线,出境,40693,10991,350,52034
2024-01-02,香园围,入境,21339,3795,103,25237
2024-01-02,香园围,出境,18962,2136,70,21168
2024-01-02,港珠澳大桥,入境,20803,4827,4720,30350
2024-01-02,港珠澳大桥,出境,15639,5983,4539,26161
2024-01-02,落马洲,入境,12520,2503,244,15267
2024-01-02,落马洲,出境,7365,3217,372,10954
2024-01-02,文锦渡,入境,1277,364,7,1648
2024-01-02,文锦渡,出境,1153,278,4,1435
2024-01-02,沙头角,入境,0,0,0,0
2024-01-02,沙头角,出境,0,0,0,0
2024-01-02,深圳湾,入境,28607,8672,780,38059
2024-01-02,深圳湾,出境,20679,8453,889,30021
2024-01-02,中国客运码头,入境,992,620,219,1831
2024-01-02,中国客运码头,出境,692,608,277,1577
2024-01-02,港口管制,入境,40,0,16,56
2024-01-02,港口管制,出境,0,1,19,20
2024-01-02,启德邮轮码头,入境,0,0,0,0
2024-01-02,启德邮轮码头,出境,0,0,0,0
2024-01-02,港澳客轮码头,入境,3661,896,2732,7289
2024-01-02,港澳客轮码头,出境,4282,1148,3280,8710
2024-01-03,机场,入境,36822,7505,16242,60569
2024-01-03,机场,出境,24330,6400,22206,52936
2024-01-03,高铁西九龙,入境,13193,12764,1190,27147
2024-01-03,高铁西九龙,出境,10002,10817,1017,21836
2024-01-03,红磡,入境,0,0,0,0
2024-01-03,红磡,出境,0,0,0,0
2024-01-03,罗湖,入境,55448,11294,590,67332
2024-01-03,罗湖,出境,52109,11987,683,64779
2024-01-03,落马洲支线,入境,44171,12320,287,56778
2024-01-03,落马洲支线,出境,43833,11754,322,55909
2024-01-03,香园围,入境,20228,4773,82,25083
2024-01-03,香园围,出境,20387,2447,116,22950
2024-01-03,港珠澳大桥,入境,16424,4730,4353,25507
2024-01-03,港珠澳大桥,出境,15861,6591,4170,26622
2024-01-03,落马洲,入境,9261,2279,230,11770
2024-01-03,落马洲,出境,7601,2882,400,10883
2024-01-03,文锦渡,入境,1384,334,9,1727
2024-01-03,文锦渡,出境,1376,261,9,1646
2024-01-03,沙头角,入境,0,0,0,0
2024-01-03,沙头角,出境,0,0,0,0
2024-01-03,深圳湾,入境,22857,9138,832,32827
2024-01-03,深圳湾,出境,20751,8384,986,30121
2024-01-03,中国客运码头,入境,616,644,232,1492
2024-01-03,中国客运码头,出境,557,537,193,1287
2024-01-03,港口管制,入境,0,0,57,57
2024-01-03,港口管制,出境,0,0,14,14
2024-01-03,启德邮轮码头,入境,1225,965,3527,5717
2024-01-03,启德邮轮码头,出境,1394,819,2443,4656
2024-01-03,港澳客轮码头,入境,4530,812,2645,7987
2024-01-03,港澳客轮码头,出境,4489,1110,2680,8279
2024-01-04,机场,入境,30057,6704,17216,53977
2024-01-04,机场,出境,25699,5186,16894,47779
2024-01-04,高铁西九龙,入境,11039,12164,1043,24246
2024-01-04,高铁西九龙,出境,10814,10735,1061,22610
2024-01-04,红磡,入境,0,0,0,0
2024-01-04,红磡,出境,0,0,0,0
2024-01-04,罗湖,入境,54240,11074,592,65906
2024-01-04,罗湖,出境,52823,12131,597,65551
2024-01-04,落马洲支线,入境,43766,12685,281,56732
2024-01-04,落马洲支线,出境,44675,12396,320,57391
2024-01-04,香园围,入境,20301,5131,70,25502
2024-01-04,香园围,出境,21028,2518,88,23634
2024-01-04,港珠澳大桥,入境,15604,4826,4103,24533
2024-01-04,港珠澳大桥,出境,15182,6056,3923,25161
2024-01-04,落马洲,入境,8867,2254,191,11312
2024-01-04,落马洲,出境,7370,3263,332,10965
2024-01-04,文锦渡,入境,1404,396,23,1823
2024-01-04,文锦渡,出境,1398,337,5,1740
2024-01-04,沙头角,入境,0,0,0,0
2024-01-04,沙头角,出境,0,0,0,0
2024-01-04,深圳湾,入境,22524,9205,789,32518
2024-01-04,深圳湾,出境,21987,8337,907,31231
2024-01-04,中国客运码头,入境,574,595,215,1384
2024-01-04,中国客运码头,出境,562,651,207,1420
2024-01-04,港口管制,入境,1,0,21,22
2024-01-04,港口管制,出境,1,0,24,25
2024-01-04,启德邮轮码头,入境,0,0,0,0
2024-01-04,启德邮轮码头,出境,0,0,623,623
2024-01-04,港澳客轮码头,入境,4588,829,2786,8203
2024-01-04,港澳客轮码头,出境,4168,1285,2604,8057
2024-01-05,机场,入境,29506,7050,17919,54475
2024-01-05,机场,出境,28070,6348,16889,51307
2024-01-05,高铁西九龙,入境,12150,12894,1098,26142
2024-01-05,高铁西九龙,出境,17115,11221,1044,29380
2024-01-05,红磡,入境,0,0,0,0
2024-01-05,红磡,出境,0,0,0,0
2024-01-05,罗湖,入境,56295,11763,532,68590
2024-01-05,罗湖,出境,64584,12970,631,78185
2024-01-05,落马洲支线,入境,45948,13767,364,60079
2024-01-05,落马洲支线,出境,54580,14053,328,68961
2024-01-05,香园围,入境,21123,5008,101,26232
2024-01-05,香园围,出境,23874,2901,97,26872
2024-01-05,港珠澳大桥,入境,16416,4943,3903,25262
2024-01-05,港珠澳大桥,出境,21857,7114,3654,32625
2024-01-05,落马洲,入境,9367,2446,246,12059
2024-01-05,落马洲,出境,9232,3221,314,12767
2024-01-05,文锦渡,入境,1332,393,12,1737
2024-01-05,文锦渡,出境,1570,367,13,1950
2024-01-05,沙头角,入境,0,0,0,0
2024-01-05,沙头角,出境,0,0,0,0
2024-01-05,深圳湾,入境,24589,9884,904,35377
2024-01-05,深圳湾,出境,29082,9719,858,39659
2024-01-05,中国客运码头,入境,778,628,271,1677
2024-01-05,中国客运码头,出境,951,597,202,1750
2024-01-05,港口管制,入境,0,0,28,28
2024-01-05,港口管制,出境,0,0,46,46
2024-01-05,启德邮轮码头,入境,953,784,72,1809
2024-01-05,启德邮轮码头,出境,1034,189,68,1291
2024-01-05,港澳客轮码头,入境,4689,929,2955,8573
2024-01-05,港澳客轮码头,出境,6420,1189,2739,10348
2024-01-06,机场,入境,33311,7237,16273,56821
2024-01-06,机场,出境,25796,6035,18362,50193
2024-01-06,高铁西九龙,入境,12731,24234,1149,38114
2024-01-06,高铁西九龙,出境,18048,16863,1012,35923
2024-01-06,红磡,入境,0,0,0,0
2024-01-06,红磡,出境,0,0,0,0
2024-01-06,罗湖,入境,64787,15983,604,81374
2024-01-06,罗湖,出境,83746,18361,625,102732
2024-01-06,落马洲支线,入境,53173,22496,393,76062
2024-01-06,落马洲支线,出境,70741,21150,363,92254
2024-01-06,香园围,入境,24282,6868,87,31237
2024-01-06,香园围,出境,30020,3446,75,33541
2024-01-06,港珠澳大桥,入境,20744,5608,5844,32196
2024-01-06,港珠澳大桥,出境,31085,8018,5031,44134
2024-01-06,落马洲,入境,13678,2829,340,16847
2024-01-06,落马洲,出境,13127,4499,300,17926
2024-01-06,文锦渡,入境,898,547,6,1451
2024-01-06,文锦渡,出境,1300,406,9,1715
2024-01-06,沙头角,入境,0,0,0,0
2024-01-06,沙头角,出境,0,0,0,0
2024-01-06,深圳湾,入境,28539,14958,907,44404
2024-01-06,深圳湾,出境,37160,12973,951,51084
2024-01-06,中国客运码头,入境,660,1041,261,1962
2024-01-06,中国客运码头,出境,1116,654,223,1993
2024-01-06,港口管制,入境,1,3,59,63
2024-01-06,港口管制,出境,0,0,12,12
2024-01-06,启德邮轮码头,入境,100,164,1919,2183
2024-01-06,启德邮轮码头,出境,5,177,11,193
2024-01-06,港澳客轮码头,入境,5161,957,3149,9267
2024-01-06,港澳客轮码头,出境,7646,1268,2788,11702
2024-01-07,机场,入境,38936,7287,14987,61210
2024-01-07,机场,出境,24984,8645,21244,54873
2024-01-07,高铁西九龙,入境,21231,20980,1205,43416
2024-01-07,高铁西九龙,出境,10446,19138,1131,30715
2024-01-07,红磡,入境,0,0,0,0
2024-01-07,红磡,出境,0,0,0,0
2024-01-07,罗湖,入境,86244,14089,668,101001
2024-01-07,罗湖,出境,60405,17667,701,78773
2024-01-07,落马洲支线,入境,67221,18620,344,86185
2024-01-07,落马洲支线,出境,51615,17982,352,69949
2024-01-07,香园围,入境,31487,8198,93,39778
2024-01-07,香园围,出境,25511,4167,77,29755
2024-01-07,港珠澳大桥,入境,34311,6465,5198,45974
2024-01-07,港珠澳大桥,出境,20407,8581,5775,34763
2024-01-07,落马洲,入境,19759,2742,271,22772
2024-01-07,落马洲,出境,10015,4098,362,14475
2024-01-07,文锦渡,入境,1325,430,11,1766
2024-01-07,文锦渡,出境,787,341,4,1132
2024-01-07,沙头角,入境,0,0,0,0
2024-01-07,沙头角,出境,0,0,0,0
2024-01-07,深圳湾,入境,42981,12587,830,56398
2024-01-07,深圳湾,出境,27920,12718,944,41582
2024-01-07,中国客运码头,入境,1303,834,206,2343
2024-01-07,中国客运码头,出境,554,738,260,1552
2024-01-07,港口管制,入境,0,0,77,77
2024-01-07,港口管制,出境,15,0,37,52
2024-01-07,启德邮轮码头,入境,1034,189,45,1268
2024-01-07,启德邮轮码头,出境,1585,330,1988,3903
2024-01-07,港澳客轮码头,入境,7859,851,2314,11024
2024-01-07,港澳客轮码头,出境,4806,1308,2700,8814
2024-01-08,机场,入境,29348,7256,16265,52869
2024-01-08,机场,出境,24500,6832,17871,49203
2024-01-08,高铁西九龙,入境,13198,15228,1038,29464
2024-01-08,高铁西九龙,出境,11163,12471,1018,24652
2024-01-08,红磡,入境,0,0,0,0
2024-01-08,红磡,出境,0,0,0,0
2024-01-08,罗湖,入境,60455,12935,639,74029
2024-01-08,罗湖,出境,55809,13568,661,70038
2024-01-08,落马洲支线,入境,48282,13313,322,61917
2024-01-08,落马洲支线,出境,47542,12281,355,60178
2024-01-08,香园围,入境,21422,6757,68,28247
2024-01-08,香园围,出境,21284,2942,93,24319
2024-01-08,港珠澳大桥,入境,18510,5202,3528,27240
2024-01-08,港珠澳大桥,出境,15926,8485,3284,27695
2024-01-08,落马洲,入境,11075,2960,257,14292
2024-01-08,落马洲,出境,8018,3176,451,11645
2024-01-08,文锦渡,入境,1465,448,8,1921
2024-01-08,文锦渡,出境,1381,330,8,1719
2024-01-08,沙头角,入境,0,0,0,0
2024-01-08,沙头角,出境,0,0,0,0
2024-01-08,深圳湾,入境,25886,9926,849,36661
2024-01-08,深圳湾,出境,23287,8718,1096,33101
2024-01-08,中国客运码头,入境,630,730,183,1543
2024-01-08,中国客运码头,出境,712,641,189,1542
2024-01-08,港口管制,入境,0,0,15,15
2024-01-08,港口管制,出境,1,0,44,45
2024-01-08,启德邮轮码头,入境,0,0,0,0
2024-01-08,启德邮轮码头,出境,0,0,0,0
2024-01-08,港澳客轮码头,入境,5343,844,2300,8487
2024-01-08,港澳客轮码头,出境,4427,1317,2253,7997
2024-01-09,机场,入境,24998,5995,14655,45648
2024-01-09,机场,出境,22197,6280,15204,43681
2024-01-09,高铁西九龙,入境,10586,14202,1059,25847
2024-01-09,高铁西九龙,出境,10761,12807,1108,24676
2024-01-09,红磡,入境,0,0,0,0
2024-01-09,红磡,出境,0,0,0,0
2024-01-09,罗湖,入境,55713,11942,564,68219
2024-01-09,罗湖,出境,55491,13541,636,69668
2024-01-09,落马洲支线,入境,45649,13280,322,59251
2024-01-09,落马洲支线,出境,46700,13002,305,60007
2024-01-09,香园围,入境,20973,5979,74,27026
2024-01-09,香园围,出境,21666,3668,80,25414
2024-01-09,港珠澳大桥,入境,15872,5591,3596,25059
2024-01-09,港珠澳大桥,出境,15185,8518,3314,27017
2024-01-09,落马洲,入境,9455,2548,217,12220
2024-01-09,落马洲,出境,7812,3292,340,11444
2024-01-09,文锦渡,入境,1359,403,7,1769
2024-01-09,文锦渡,出境,1386,344,7,1737
2024-01-09,沙头角,入境,0,0,0,0
2024-01-09,沙头角,出境,0,0,0,0
2024-01-09,深圳湾,入境,23213,9994,772,33979
2024-01-09,深圳湾,出境,22170,8784,946,31900
2024-01-09,中国客运码头,入境,563,700,177,1440
2024-01-09,中国客运码头,出境,597,684,182,1463
2024-01-09,港口管制,入境,0,0,49,49
2024-01-09,港口管制,出境,27,3,18,48
2024-01-09,启德邮轮码头,入境,0,0,0,0
2024-01-09,启德邮轮码头,出境,0,0,0,0
2024-01-09,港澳客轮码头,入境,3779,848,1670,6297
2024-01-09,港澳客轮码头,出境,4022,1417,2022,7461
2024-01-10,机场,入境,23985,6741,15272,45998
2024-01-10,机场,出境,24528,6549,15198,46275
2024-01-10,高铁西九龙,入境,11399,13194,1108,25701
2024-01-10,高铁西九龙,出境,10587,13349,1255,25191
2024-01-10,红磡,入境,0,0,0,0
2024-01-10,红磡,出境,0,0,0,0
2024-01-10,罗湖,入境,56287,12228,569,69084
2024-01-10,罗湖,出境,54761,13385,593,68739
2024-01-10,落马洲支线,入境,45644,14103,323,60070
2024-01-10,落马洲支线,出境,46241,13877,316,60434
2024-01-10,香园围,入境,20500,7132,111,27743
2024-01-10,香园围,出境,20663,3071,311,24045
2024-01-10,港珠澳大桥,入境,15252,5699,3414,24365
2024-01-10,港珠澳大桥,出境,15102,8113,3555,26770
2024-01-10,落马洲,入境,9415,2308,315,12038
2024-01-10,落马洲,出境,7711,3122,382,11215
2024-01-10,文锦渡,入境,1383,409,14,1806
2024-01-10,文锦渡,出境,1327,315,5,1647
2024-01-10,沙头角,入境,0,0,0,0
2024-01-10,沙头角,出境,0,0,0,0
2024-01-10,深圳湾,入境,23661,9793,950,34404
2024-01-10,深圳湾,出境,22499,8786,909,32194
2024-01-10,中国客运码头,入境,676,943,218,1837
2024-01-10,中国客运码头,出境,590,685,217,1492
2024-01-10,港口管制,入境,0,0,73,73
2024-01-10,港口管制,出境,19,0,52,71
2024-01-10,启德邮轮码头,入境,0,0,0,0
2024-01-10,启德邮轮码头,出境,0,0,0,0
2024-01-10,港澳客轮码头,入境,4323,970,2277,7570
2024-01-10,港澳客轮码头,出境,4258,1567,2164,7989
2024-01-11,机场,入境,22164,7499,16891,46554
2024-01-11,机场,出境,26278,6574,15241,48093
2024-01-11,高铁西九龙,入境,10629,13623,1130,25382
2024-01-11,高铁西九龙,出境,11361,15892,1286,28539
2024-01-11,红磡,入境,0,0,0,0
2024-01-11,红磡,出境,0,0,0,0
2024-01-11,罗湖,入境,55609,11477,600,67686
2024-01-11,罗湖,出境,56097,13620,640,70357
2024-01-11,落马洲支线,入境,45220,13248,383,58851
2024-01-11,落马洲支线,出境,47214,13237,319,60770
2024-01-11,香园围,入境,21286,6631,105,28022
2024-01-11,香园围,出境,22344,2704,81,25129
2024-01-11,港珠澳大桥,入境,15448,6120,3279,24847
2024-01-11,港珠澳大桥,出境,16651,10418,3616,30685
2024-01-11,落马洲,入境,9406,2197,372,11975
2024-01-11,落马洲,出境,7839,3129,349,11317
2024-01-11,文锦渡,入境,1396,399,10,1805
2024-01-11,文锦渡,出境,1404,344,16,1764
2024-01-11,沙头角,入境,0,0,0,0
2024-01-11,沙头角,出境,0,0,0,0
2024-01-11,深圳湾,入境,23095,9812,1198,34105
2024-01-11,深圳湾,出境,23496,9540,878,33914
2024-01-11,中国客运码头,入境,568,683,217,1468
2024-01-11,中国客运码头,出境,631,914,200,1745
2024-01-11,港口管制,入境,18,0,9,27
2024-01-11,港口管制,出境,0,1,26,27
2024-01-11,启德邮轮码头,入境,0,0,0,0
2024-01-11,启德邮轮码头,出境,0,0,0,0
2024-01-11,港澳客轮码头,入境,4396,991,2144,7531
2024-01-11,港澳客轮码头,出境,4540,1450,2196,8186
2024-01-12,机场,入境,23898,8960,17735,50593
2024-01-12,机场,出境,29083,7510,17099,53692
2024-01-12,高铁西九龙,入境,12635,16313,1399,30347
2024-01-12,高铁西九龙,出境,18840,13144,1019,33003
2024-01-12,红磡,入境,0,0,0,0
2024-01-12,红磡,出境,0,0,0,0
2024-01-12,罗湖,入境,59966,13096,701,73763
2024-01-12,罗湖,出境,70359,13867,655,84881
2024-01-12,落马洲支线,入境,48740,15144,441,64325
2024-01-12,落马洲支线,出境,59803,15112,306,75221
2024-01-12,香园围,入境,22188,5475,95,27758
2024-01-12,香园围,出境,25438,3431,65,28934
2024-01-12,港珠澳大桥,入境,16992,5978,3996,26966
2024-01-12,港珠澳大桥,出境,23918,9051,3613,36582
2024-01-12,落马洲,入境,10202,2614,695,13511
2024-01-12,落马洲,出境,10061,3589,332,13982
2024-01-12,文锦渡,入境,1414,437,38,1889
2024-01-12,文锦渡,出境,1694,414,7,2115
2024-01-12,沙头角,入境,0,0,0,0
2024-01-12,沙头角,出境,0,0,0,0
2024-01-12,深圳湾,入境,25919,11162,1717,38798
2024-01-12,深圳湾,出境,31566,10547,788,42901
2024-01-12,中国客运码头,入境,717,736,238,1691
2024-01-12,中国客运码头,出境,935,741,196,1872
2024-01-12,港口管制,入境,0,0,63,63
2024-01-12,港口管制,出境,0,1,33,34
2024-01-12,启德邮轮码头,入境,1510,316,142,1968
2024-01-12,启德邮轮码头,出境,1094,555,107,1756
2024-01-12,港澳客轮码头,入境,4735,1032,2491,8258
2024-01-12,港澳客轮码头,出境,5842,1393,2431,9666
2024-01-13,机场,入境,26255,8390,17994,52639
2024-01-13,机场,出境,25521,7021,15709,48251
2024-01-13,高铁西九龙,入境,13534,30343,1168,45045
2024-01-13,高铁西九龙,出境,19731,19731,976,40438
2024-01-13,红磡,入境,0,0,0,0
2024-01-13,红磡,出境,0,0,0,0
2024-01-13,罗湖,入境,71147,20152,682,91981
2024-01-13,罗湖,出境,94273,23742,714,118729
2024-01-13,落马洲支线,入境,58717,28644,446,87807
2024-01-13,落马洲支线,出境,83275,26482,420,110177
2024-01-13,香园围,入境,25695,8633,89,34417
2024-01-13,香园围,出境,34000,4791,104,38895
2024-01-13,港珠澳大桥,入境,20538,7606,6025,34169
2024-01-13,港珠澳大桥,出境,35996,9254,5298,50548
2024-01-13,落马洲,入境,14940,3393,424,18757
2024-01-13,落马洲,出境,14910,5997,304,21211
2024-01-13,文锦渡,入境,1013,709,15,1737
2024-01-13,文锦渡,出境,1661,517,9,2187
2024-01-13,沙头角,入境,0,0,0,0
2024-01-13,沙头角,出境,0,0,0,0
2024-01-13,深圳湾,入境,30432,18926,1043,50401
2024-01-13,深圳湾,出境,41283,16802,894,58979
2024-01-13,中国客运码头,入境,652,1210,247,2109
2024-01-13,中国客运码头,出境,1070,816,219,2105
2024-01-13,港口管制,入境,1,0,14,15
2024-01-13,港口管制,出境,5,0,29,34
2024-01-13,启德邮轮码头,入境,2,154,4,160
2024-01-13,启德邮轮码头,出境,3,152,6,161
2024-01-13,港澳客轮码头,入境,4632,1199,3349,9180
2024-01-13,港澳客轮码头,出境,7970,1712,2880,12562
2024-01-14,机场,入境,34095,8248,16421,58764
2024-01-14,机场,出境,22824,9676,20798,53298
2024-01-14,高铁西九龙,入境,24393,19710,914,45017
2024-01-14,高铁西九龙,出境,12370,24396,1270,38036
2024-01-14,红磡,入境,0,0,0,0
2024-01-14,红磡,出境,0,0,0,0
2024-01-14,罗湖,入境,102096,15930,665,118691
2024-01-14,罗湖,出境,70606,21100,740,92446
2024-01-14,落马洲支线,入境,81256,21693,344,103293
2024-01-14,落马洲支线,出境,60943,22233,401,83577
2024-01-14,香园围,入境,36386,9139,88,45613
2024-01-14,香园围,出境,28456,4799,98,33353
2024-01-14,港珠澳大桥,入境,43387,6561,4933,54881
2024-01-14,港珠澳大桥,出境,26701,9020,6074,41795
2024-01-14,落马洲,入境,23686,2628,300,26614
2024-01-14,落马洲,出境,11112,4286,765,16163
2024-01-14,文锦渡,入境,1528,589,18,2135
2024-01-14,文锦渡,出境,920,432,5,1357
2024-01-14,沙头角,入境,0,0,0,0
2024-01-14,沙头角,出境,0,0,0,0
2024-01-14,深圳湾,入境,50993,13847,812,65652
2024-01-14,深圳湾,出境,32859,14985,1491,49335
2024-01-14,中国客运码头,入境,1515,872,150,2537
2024-01-14,中国客运码头,出境,605,1227,195,2027
2024-01-14,港口管制,入境,0,2,57,59
2024-01-14,港口管制,出境,0,0,43,43
2024-01-14,启德邮轮码头,入境,1093,555,52,1700
2024-01-14,启德邮轮码头,出境,860,1007,121,1988
2024-01-14,港澳客轮码头,入境,8574,1093,2083,11750
2024-01-14,港澳客轮码头,出境,6135,1754,2545,10434
2024-01-15,机场,入境,29107,9368,16505,54980
2024-01-15,机场,出境,22291,7710,16582,46583
2024-01-15,高铁西九龙,入境,14595,16105,946,31646
2024-01-15,高铁西九龙,出境,11513,13043,1203,25759
2024-01-15,红磡,入境,0,0,0,0
2024-01-15,红磡,出境,0,0,0,0
2024-01-15,罗湖,入境,64237,13911,585,78733
2024-01-15,罗湖,出境,58937,14425,738,74100
2024-01-15,落马洲支线,入境,51545,14062,303,65910
2024-01-15,落马洲支线,出境,49248,12795,417,62460
2024-01-15,香园围,入境,22701,6191,88,28980
2024-01-15,香园围,出境,22394,3129,143,25666
2024-01-15,港珠澳大桥,入境,22410,6219,3512,32141
2024-01-15,港珠澳大桥,出境,16183,9475,3438,29096
2024-01-15,落马洲,入境,11697,3516,245,15458
2024-01-15,落马洲,出境,8061,3462,636,12159
2024-01-15,文锦渡,入境,1466,484,23,1973
2024-01-15,文锦渡,出境,1560,382,17,1959
2024-01-15,沙头角,入境,0,0,0,0
2024-01-15,沙头角,出境,0,0,0,0
2024-01-15,深圳湾,入境,27015,11907,717,39639
2024-01-15,深圳湾,出境,24843,11708,1410,37961
2024-01-15,中国客运码头,入境,690,785,236,1711
2024-01-15,中国客运码头,出境,693,745,248,1686
2024-01-15,港口管制,入境,30,2,21,53
2024-01-15,港口管制,出境,32,0,27,59
2024-01-15,启德邮轮码头,入境,0,0,0,0
2024-01-15,启德邮轮码头,出境,0,0,0,0
2024-01-15,港澳客轮码头,入境,5877,1064,2115,9056
2024-01-15,港澳客轮码头,出境,4302,1532,2319,8153
2024-01-16,机场,入境,24117,8093,15456,47666
2024-01-16,机场,出境,19570,7356,16245,43171
2024-01-16,高铁西九龙,入境,12249,15061,1047,28357
2024-01-16,高铁西九龙,出境,10968,13807,1012,25787
2024-01-16,红磡,入境,0,0,0,0
2024-01-16,红磡,出境,0,0,0,0
2024-01-16,罗湖,入境,59248,13098,587,72933
2024-01-16,罗湖,出境,57715,14552,694,72961
2024-01-16,落马洲支线,入境,46987,14926,347,62260
2024-01-16,落马洲支线,出境,47754,14304,364,62422
2024-01-16,香园围,入境,21296,6553,243,28092
2024-01-16,香园围,出境,21186,2981,129,24296
2024-01-16,港珠澳大桥,入境,16210,6758,3538,26506
2024-01-16,港珠澳大桥,出境,15833,9825,3706,29364
2024-01-16,落马洲,入境,9705,2823,296,12824
2024-01-16,落马洲,出境,7895,3343,427,11665
2024-01-16,文锦渡,入境,1419,500,13,1932
2024-01-16,文锦渡,出境,1391,388,8,1787
2024-01-16,沙头角,入境,0,0,0,0
2024-01-16,沙头角,出境,0,0,0,0
2024-01-16,深圳湾,入境,24846,11241,857,36944
2024-01-16,深圳湾,出境,23359,10665,1104,35128
2024-01-16,中国客运码头,入境,615,799,172,1586
2024-01-16,中国客运码头,出境,631,844,163,1638
2024-01-16,港口管制,入境,0,0,34,34
2024-01-16,港口管制,出境,2,2,39,43
2024-01-16,启德邮轮码头,入境,0,0,0,0
2024-01-16,启德邮轮码头,出境,0,0,0,0
2024-01-16,港澳客轮码头,入境,4372,1011,2151,7534
2024-01-16,港澳客轮码头,出境,4100,1706,2237,8043
2024-01-17,机场,入境,23696,9221,16488,49405
2024-01-17,机场,出境,21744,7451,14819,44014
2024-01-17,高铁西九龙,入境,11301,15896,1084,28281
2024-01-17,高铁西九龙,出境,11872,13395,1030,26297
2024-01-17,红磡,入境,0,0,0,0
2024-01-17,红磡,出境,0,0,0,0
2024-01-17,罗湖,入境,57821,13959,605,72385
2024-01-17,罗湖,出境,57287,14984,677,72948
2024-01-17,落马洲支线,入境,46677,15527,322,62526
2024-01-17,落马洲支线,出境,48255,15041,349,63645
2024-01-17,香园围,入境,21212,6444,110,27766
2024-01-17,香园围,出境,22198,3160,101,25459
2024-01-17,港珠澳大桥,入境,15637,6467,3826,25930
2024-01-17,港珠澳大桥,出境,15868,10376,3903,30147
2024-01-17,落马洲,入境,9581,2461,303,12345
2024-01-17,落马洲,出境,7821,3074,432,11327
2024-01-17,文锦渡,入境,1412,438,16,1866
2024-01-17,文锦渡,出境,1366,417,10,1793
2024-01-17,沙头角,入境,0,0,0,0
2024-01-17,沙头角,出境,0,0,0,0
2024-01-17,深圳湾,入境,24560,10979,902,36441
2024-01-17,深圳湾,出境,23712,9910,878,34500
2024-01-17,中国客运码头,入境,642,895,184,1721
2024-01-17,中国客运码头,出境,800,892,187,1879
2024-01-17,港口管制,入境,0,0,72,72
2024-01-17,港口管制,出境,4,3,61,68
2024-01-17,启德邮轮码头,入境,858,1003,114,1975
2024-01-17,启德邮轮码头,出境,1135,443,35,1613
2024-01-17,港澳客轮码头,入境,4160,1194,2422,7776
2024-01-17,港澳客轮码头,出境,4149,2023,2520,8692
2024-01-18,机场,入境,20882,9047,18415,48344
2024-01-18,机场,出境,24780,7703,14516,46999
2024-01-18,高铁西九龙,入境,11663,16995,1090,29748
2024-01-18,高铁西九龙,出境,12401,14384,962,27747
2024-01-18,红磡,入境,0,0,0,0
2024-01-18,红磡,出境,0,0,0,0
2024-01-18,罗湖,入境,58718,13649,645,73012
2024-01-18,罗湖,出境,59820,15799,631,76250
2024-01-18,落马洲支线,入境,47195,15819,370,63384
2024-01-18,落马洲支线,出境,49781,15445,314,65540
2024-01-18,香园围,入境,21942,8671,123,30736
2024-01-18,香园围,出境,23113,3232,118,26463
2024-01-18,港珠澳大桥,入境,16190,6637,3782,26609
2024-01-18,港珠澳大桥,出境,17578,10111,3762,31451
2024-01-18,落马洲,入境,9693,3014,375,13082
2024-01-18,落马洲,出境,7932,3913,400,12245
2024-01-18,文锦渡,入境,1430,464,14,1908
